2023-09-07 02:59:09.606 INFO  com.alibaba.nacos.client.env.SearchableProperties :197  [32m                  [0;39m properties search order:PROPERTIES->JVM->ENV->DEFAULT_SETTING
2023-09-07 02:59:12.939 INFO  com.alibaba.nacos.common.remote.client            :60   [32m                  [0;39m [8834384a-fade-4d8d-82bf-8d6e35b98f7a_config-0] Success to connect to server [140.210.221.183:8848] on start up, connectionId = 1694026761922_119.143.131.22_35631
2023-09-07 02:59:12.939 INFO  com.alibaba.nacos.common.remote.client            :60   [32m                  [0;39m [8834384a-fade-4d8d-82bf-8d6e35b98f7a_config-0] Notify connected event to listeners.
2023-09-07 02:59:12.940 INFO  com.alibaba.nacos.common.remote.client            :60   [32m                  [0;39m [8834384a-fade-4d8d-82bf-8d6e35b98f7a_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2023-09-07 02:59:12.940 INFO  com.alibaba.nacos.client.config.impl.ClientWorker :638  [32m                  [0;39m [8834384a-fade-4d8d-82bf-8d6e35b98f7a_config-0] Connected,notify listen context...
2023-09-07 02:59:12.941 INFO  com.alibaba.nacos.common.remote.client            :60   [32m                  [0;39m [8834384a-fade-4d8d-82bf-8d6e35b98f7a_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$614/0x00000008010e7040
2023-09-07 02:59:12.973 INFO  com.alibaba.nacos.client.config.impl.Limiter      :62   [32m                  [0;39m limitTime:5.0
2023-09-07 02:59:13.028 WARN  c.a.cloud.nacos.client.NacosPropertySourceBuilder :87   [32m                  [0;39m Ignore the empty nacos configuration and get it based on dataId[member] & group[DEFAULT_GROUP]
2023-09-07 02:59:13.073 WARN  c.a.cloud.nacos.client.NacosPropertySourceBuilder :87   [32m                  [0;39m Ignore the empty nacos configuration and get it based on dataId[member.properties] & group[DEFAULT_GROUP]
2023-09-07 02:59:13.114 INFO  com.alibaba.nacos.client.config.utils.JvmUtil     :54   [32m                  [0;39m isMultiInstance:false
2023-09-07 02:59:13.120 INFO  o.s.c.b.c.PropertySourceBootstrapConfiguration    :108  [32m                  [0;39m Located property source: [BootstrapPropertySource {name='bootstrapProperties-member-dev.properties,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-member.properties,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-member,DEFAULT_GROUP'}]
2023-09-07 02:59:13.150 INFO  com.example.MemberMain                            :636  [32m                  [0;39m The following 1 profile is active: "dev"
2023-09-07 02:59:14.401 INFO  o.s.d.r.config.RepositoryConfigurationDelegate    :294  [32m                  [0;39m Multiple Spring Data modules found, entering strict repository configuration mode
2023-09-07 02:59:14.405 INFO  o.s.d.r.config.RepositoryConfigurationDelegate    :138  [32m                  [0;39m Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2023-09-07 02:59:14.441 INFO  o.s.d.r.config.RepositoryConfigurationDelegate    :208  [32m                  [0;39m Finished Spring Data repository scanning in 20 ms. Found 0 Redis repository interfaces.
2023-09-07 02:59:14.638 WARN  org.mybatis.spring.mapper.ClassPathMapperScanner  :44   [32m                  [0;39m Skipping MapperFactoryBean with name 'memberMapper' and 'com.example.mapper.MemberMapper' mapperInterface. Bean already defined with the same name!
2023-09-07 02:59:14.639 WARN  org.mybatis.spring.mapper.ClassPathMapperScanner  :44   [32m                  [0;39m Skipping MapperFactoryBean with name 'passengerMapper' and 'com.example.mapper.PassengerMapper' mapperInterface. Bean already defined with the same name!
2023-09-07 02:59:14.639 WARN  org.mybatis.spring.mapper.ClassPathMapperScanner  :44   [32m                  [0;39m Skipping MapperFactoryBean with name 'ticketMapper' and 'com.example.mapper.TicketMapper' mapperInterface. Bean already defined with the same name!
2023-09-07 02:59:14.639 WARN  org.mybatis.spring.mapper.ClassPathMapperScanner  :44   [32m                  [0;39m Skipping MapperFactoryBean with name 'confirmOrderMapper' and 'com.example.mapper.ConfirmOrderMapper' mapperInterface. Bean already defined with the same name!
2023-09-07 02:59:14.639 WARN  org.mybatis.spring.mapper.ClassPathMapperScanner  :44   [32m                  [0;39m Skipping MapperFactoryBean with name 'dailyTrainCarriageMapper' and 'com.example.mapper.DailyTrainCarriageMapper' mapperInterface. Bean already defined with the same name!
2023-09-07 02:59:14.639 WARN  org.mybatis.spring.mapper.ClassPathMapperScanner  :44   [32m                  [0;39m Skipping MapperFactoryBean with name 'dailyTrainMapper' and 'com.example.mapper.DailyTrainMapper' mapperInterface. Bean already defined with the same name!
2023-09-07 02:59:14.640 WARN  org.mybatis.spring.mapper.ClassPathMapperScanner  :44   [32m                  [0;39m Skipping MapperFactoryBean with name 'dailyTrainSeatMapper' and 'com.example.mapper.DailyTrainSeatMapper' mapperInterface. Bean already defined with the same name!
2023-09-07 02:59:14.640 WARN  org.mybatis.spring.mapper.ClassPathMapperScanner  :44   [32m                  [0;39m Skipping MapperFactoryBean with name 'dailyTrainStationMapper' and 'com.example.mapper.DailyTrainStationMapper' mapperInterface. Bean already defined with the same name!
2023-09-07 02:59:14.640 WARN  org.mybatis.spring.mapper.ClassPathMapperScanner  :44   [32m                  [0;39m Skipping MapperFactoryBean with name 'dailyTrainTicketMapper' and 'com.example.mapper.DailyTrainTicketMapper' mapperInterface. Bean already defined with the same name!
2023-09-07 02:59:14.640 WARN  org.mybatis.spring.mapper.ClassPathMapperScanner  :44   [32m                  [0;39m Skipping MapperFactoryBean with name 'dailyTrainTicketMapperCust' and 'com.example.mapper.DailyTrainTicketMapperCust' mapperInterface. Bean already defined with the same name!
2023-09-07 02:59:14.640 WARN  org.mybatis.spring.mapper.ClassPathMapperScanner  :44   [32m                  [0;39m Skipping MapperFactoryBean with name 'stationMapper' and 'com.example.mapper.StationMapper' mapperInterface. Bean already defined with the same name!
2023-09-07 02:59:14.640 WARN  org.mybatis.spring.mapper.ClassPathMapperScanner  :44   [32m                  [0;39m Skipping MapperFactoryBean with name 'trainCarriageMapper' and 'com.example.mapper.TrainCarriageMapper' mapperInterface. Bean already defined with the same name!
2023-09-07 02:59:14.640 WARN  org.mybatis.spring.mapper.ClassPathMapperScanner  :44   [32m                  [0;39m Skipping MapperFactoryBean with name 'trainMapper' and 'com.example.mapper.TrainMapper' mapperInterface. Bean already defined with the same name!
2023-09-07 02:59:14.641 WARN  org.mybatis.spring.mapper.ClassPathMapperScanner  :44   [32m                  [0;39m Skipping MapperFactoryBean with name 'trainSeatMapper' and 'com.example.mapper.TrainSeatMapper' mapperInterface. Bean already defined with the same name!
2023-09-07 02:59:14.641 WARN  org.mybatis.spring.mapper.ClassPathMapperScanner  :44   [32m                  [0;39m Skipping MapperFactoryBean with name 'trainstationMapper' and 'com.example.mapper.TrainstationMapper' mapperInterface. Bean already defined with the same name!
2023-09-07 02:59:14.641 WARN  org.mybatis.spring.mapper.ClassPathMapperScanner  :44   [32m                  [0;39m No MyBatis mapper was found in '[com.example.mapper]' package. Please check your configuration.
2023-09-07 02:59:14.729 INFO  o.springframework.cloud.context.scope.GenericScope:282  [32m                  [0;39m BeanFactory id=33670692-dc8d-3aca-a157-59fe7699bd18
2023-09-07 02:59:14.799 INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:409  [32m                  [0;39m Bean 'com.example.feign.MemberFeign' of type [org.springframework.cloud.openfeign.FeignClientFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-09-07 02:59:14.812 INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:409  [32m                  [0;39m Bean 'io.seata.spring.boot.autoconfigure.SeataCoreAutoConfiguration' of type [io.seata.spring.boot.autoconfigure.SeataCoreAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-09-07 02:59:14.813 INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:409  [32m                  [0;39m Bean 'springApplicationContextProvider' of type [io.seata.spring.boot.autoconfigure.provider.SpringApplicationContextProvider] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-09-07 02:59:14.813 INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:409  [32m                  [0;39m Bean 'io.seata.spring.boot.autoconfigure.SeataAutoConfiguration' of type [io.seata.spring.boot.autoconfigure.SeataAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-09-07 02:59:14.864 INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:409  [32m                  [0;39m Bean 'failureHandler' of type [io.seata.tm.api.DefaultFailureHandlerImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-09-07 02:59:14.868 INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:409  [32m                  [0;39m Bean 'org.springframework.cloud.commons.config.CommonsConfigAutoConfiguration' of type [org.springframework.cloud.commons.config.CommonsConfigAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-09-07 02:59:14.871 INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:409  [32m                  [0;39m Bean 'org.springframework.cloud.client.loadbalancer.LoadBalancerDefaultMappingsProviderAutoConfiguration' of type [org.springframework.cloud.client.loadbalancer.LoadBalancerDefaultMappingsProviderAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-09-07 02:59:14.872 INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:409  [32m                  [0;39m Bean 'loadBalancerClientsDefaultsMappingsProvider' of type [org.springframework.cloud.client.loadbalancer.LoadBalancerDefaultMappingsProviderAutoConfiguration$$Lambda$743/0x0000000801231878] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-09-07 02:59:14.873 INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:409  [32m                  [0;39m Bean 'defaultsBindHandlerAdvisor' of type [org.springframework.cloud.commons.config.DefaultsBindHandlerAdvisor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-09-07 02:59:14.878 INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:409  [32m                  [0;39m Bean 'springCloudAlibabaConfiguration' of type [io.seata.spring.boot.autoconfigure.properties.SpringCloudAlibabaConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-09-07 02:59:14.882 INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:409  [32m                  [0;39m Bean 'seataProperties' of type [io.seata.spring.boot.autoconfigure.properties.SeataProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-09-07 02:59:14.884 INFO  i.s.s.boot.autoconfigure.SeataAutoConfiguration   :63   [32m                  [0;39m Automatically configure Seata
2023-09-07 02:59:14.953 INFO  io.seata.config.ConfigurationFactory              :69   [32m                  [0;39m load Configuration from :Spring Configuration
2023-09-07 02:59:14.967 INFO  com.alibaba.nacos.client.env.SearchableProperties :197  [32m                  [0;39m properties search order:PROPERTIES->JVM->ENV->DEFAULT_SETTING
2023-09-07 02:59:14.969 INFO  c.a.n.p.auth.spi.client.ClientAuthPluginManager   :56   [32m                  [0;39m [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.impl.NacosClientAuthServiceImpl success.
2023-09-07 02:59:14.970 INFO  c.a.n.p.auth.spi.client.ClientAuthPluginManager   :56   [32m                  [0;39m [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.ram.RamClientAuthServiceImpl success.
2023-09-07 02:59:14.971 INFO  com.alibaba.nacos.common.remote.client            :94   [32m                  [0;39m [RpcClientFactory] create a new rpc client of 2ebc3832-5924-427d-b21b-a95dafa99610_config-0
2023-09-07 02:59:14.971 INFO  com.alibaba.nacos.common.remote.client            :60   [32m                  [0;39m [2ebc3832-5924-427d-b21b-a95dafa99610_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$598/0x0000000800f77288
2023-09-07 02:59:14.972 INFO  com.alibaba.nacos.common.remote.client            :60   [32m                  [0;39m [2ebc3832-5924-427d-b21b-a95dafa99610_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$599/0x0000000800f776a8
2023-09-07 02:59:14.972 INFO  com.alibaba.nacos.common.remote.client            :60   [32m                  [0;39m [2ebc3832-5924-427d-b21b-a95dafa99610_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
2023-09-07 02:59:14.972 INFO  com.alibaba.nacos.common.remote.client            :60   [32m                  [0;39m [2ebc3832-5924-427d-b21b-a95dafa99610_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
2023-09-07 02:59:14.973 INFO  com.alibaba.nacos.common.remote.client            :60   [32m                  [0;39m [2ebc3832-5924-427d-b21b-a95dafa99610_config-0] Try to connect to server on start up, server: {serverIp = '140.210.221.183', server main port = 8848}
2023-09-07 02:59:15.251 INFO  com.alibaba.nacos.common.remote.client            :60   [32m                  [0;39m [2ebc3832-5924-427d-b21b-a95dafa99610_config-0] Success to connect to server [140.210.221.183:8848] on start up, connectionId = 1694026764278_119.143.131.22_35862
2023-09-07 02:59:15.251 INFO  com.alibaba.nacos.common.remote.client            :60   [32m                  [0;39m [2ebc3832-5924-427d-b21b-a95dafa99610_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2023-09-07 02:59:15.251 INFO  com.alibaba.nacos.common.remote.client            :60   [32m                  [0;39m [2ebc3832-5924-427d-b21b-a95dafa99610_config-0] Notify connected event to listeners.
2023-09-07 02:59:15.251 INFO  com.alibaba.nacos.common.remote.client            :60   [32m                  [0;39m [2ebc3832-5924-427d-b21b-a95dafa99610_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$614/0x00000008010e7040
2023-09-07 02:59:15.251 INFO  com.alibaba.nacos.client.config.impl.ClientWorker :638  [32m                  [0;39m [2ebc3832-5924-427d-b21b-a95dafa99610_config-0] Connected,notify listen context...
2023-09-07 02:59:15.319 INFO  com.alibaba.nacos.client.config.impl.CacheData    :67   [32m                  [0;39m nacos.cache.data.init.snapshot = true 
2023-09-07 02:59:15.320 INFO  com.alibaba.nacos.client.config.impl.ClientWorker :379  [32m                  [0;39m [fixed-nutf4n-140.210.221.183_8848] [subscribe] seataServer.properties+SEATA_GROUP+nutf4n
2023-09-07 02:59:15.326 INFO  com.alibaba.nacos.client.config.impl.CacheData    :197  [32m                  [0;39m [fixed-nutf4n-140.210.221.183_8848] [add-listener] ok, tenant=nutf4n, dataId=seataServer.properties, group=SEATA_GROUP, cnt=1
2023-09-07 02:59:15.715 INFO  i.seata.spring.annotation.GlobalTransactionScanner:208  [32m                  [0;39m Initializing Global Transaction Clients ... 
2023-09-07 02:59:16.846 INFO  com.alibaba.nacos.client.config.impl.ClientWorker :379  [32m                  [0;39m [fixed-nutf4n-140.210.221.183_8848] [subscribe] transport.enableTmClientBatchSendRequest+SEATA_GROUP+nutf4n
2023-09-07 02:59:16.847 INFO  com.alibaba.nacos.client.config.impl.CacheData    :197  [32m                  [0;39m [fixed-nutf4n-140.210.221.183_8848] [add-listener] ok, tenant=nutf4n, dataId=transport.enableTmClientBatchSendRequest, group=SEATA_GROUP, cnt=1
2023-09-07 02:59:16.847 INFO  com.alibaba.nacos.client.config.impl.CacheData    :197  [32m                  [0;39m [fixed-nutf4n-140.210.221.183_8848] [add-listener] ok, tenant=nutf4n, dataId=transport.enableTmClientBatchSendRequest, group=SEATA_GROUP, cnt=2
2023-09-07 02:59:16.925 INFO  io.seata.core.rpc.netty.NettyClientBootstrap      :147  [32m                  [0;39m NettyClientBootstrap has started
2023-09-07 02:59:16.934 INFO  com.alibaba.nacos.client.config.impl.ClientWorker :379  [32m                  [0;39m [fixed-nutf4n-140.210.221.183_8848] [subscribe] service.vgroupMapping.train-group+SEATA_GROUP+nutf4n
2023-09-07 02:59:16.934 INFO  com.alibaba.nacos.client.config.impl.CacheData    :197  [32m                  [0;39m [fixed-nutf4n-140.210.221.183_8848] [add-listener] ok, tenant=nutf4n, dataId=service.vgroupMapping.train-group, group=SEATA_GROUP, cnt=1
2023-09-07 02:59:17.006 INFO  com.alibaba.nacos.client.env.SearchableProperties :197  [32m                  [0;39m properties search order:PROPERTIES->JVM->ENV->DEFAULT_SETTING
2023-09-07 02:59:17.007 INFO  com.alibaba.nacos.client.naming                   :72   [32m                  [0;39m initializer namespace from System Property :nutf4n
2023-09-07 02:59:17.013 INFO  c.a.n.p.auth.spi.client.ClientAuthPluginManager   :56   [32m                  [0;39m [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.impl.NacosClientAuthServiceImpl success.
2023-09-07 02:59:17.013 INFO  c.a.n.p.auth.spi.client.ClientAuthPluginManager   :56   [32m                  [0;39m [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.ram.RamClientAuthServiceImpl success.
2023-09-07 02:59:17.016 INFO  com.alibaba.nacos.common.remote.client            :94   [32m                  [0;39m [RpcClientFactory] create a new rpc client of d3805cdb-8144-4bcd-bd19-db8aeb027b1b
2023-09-07 02:59:17.018 INFO  com.alibaba.nacos.common.remote.client            :60   [32m                  [0;39m [d3805cdb-8144-4bcd-bd19-db8aeb027b1b] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
2023-09-07 02:59:17.019 INFO  com.alibaba.nacos.common.remote.client            :60   [32m                  [0;39m [d3805cdb-8144-4bcd-bd19-db8aeb027b1b] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
2023-09-07 02:59:17.019 INFO  com.alibaba.nacos.common.remote.client            :60   [32m                  [0;39m [d3805cdb-8144-4bcd-bd19-db8aeb027b1b] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
2023-09-07 02:59:17.020 INFO  com.alibaba.nacos.common.remote.client            :60   [32m                  [0;39m [d3805cdb-8144-4bcd-bd19-db8aeb027b1b] Try to connect to server on start up, server: {serverIp = '140.210.221.183', server main port = 8848}
2023-09-07 02:59:17.241 INFO  com.alibaba.nacos.common.remote.client            :60   [32m                  [0;39m [d3805cdb-8144-4bcd-bd19-db8aeb027b1b] Success to connect to server [140.210.221.183:8848] on start up, connectionId = 1694026766286_119.143.131.22_35841
2023-09-07 02:59:17.242 INFO  com.alibaba.nacos.common.remote.client            :60   [32m                  [0;39m [d3805cdb-8144-4bcd-bd19-db8aeb027b1b] Notify connected event to listeners.
2023-09-07 02:59:17.242 INFO  com.alibaba.nacos.client.naming                   :78   [32m                  [0;39m Grpc connection connect
2023-09-07 02:59:17.242 INFO  com.alibaba.nacos.common.remote.client            :60   [32m                  [0;39m [d3805cdb-8144-4bcd-bd19-db8aeb027b1b] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2023-09-07 02:59:17.242 INFO  com.alibaba.nacos.common.remote.client            :60   [32m                  [0;39m [d3805cdb-8144-4bcd-bd19-db8aeb027b1b] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$614/0x00000008010e7040
2023-09-07 02:59:17.245 INFO  com.alibaba.nacos.client.naming                   :167  [32m                  [0;39m [SUBSCRIBE-SERVICE] service:seata-server, group:SEATA_GROUP, clusters:default 
2023-09-07 02:59:17.309 INFO  com.alibaba.nacos.client.naming                   :184  [32m                  [0;39m init new ips(1) service: SEATA_GROUP@@seata-server@@default -> [{"instanceId":"140.210.221.183#8091#default#SEATA_GROUP@@seata-server","ip":"140.210.221.183","port":8091,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"default","serviceName":"SEATA_GROUP@@seata-server","metadata":{},"ipDeleteTimeout":30000,"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000,"instanceIdGenerator":"simple"}]
2023-09-07 02:59:17.313 INFO  com.alibaba.nacos.client.naming                   :169  [32m                  [0;39m current ips:(1) service: SEATA_GROUP@@seata-server@@default -> [{"instanceId":"140.210.221.183#8091#default#SEATA_GROUP@@seata-server","ip":"140.210.221.183","port":8091,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"default","serviceName":"SEATA_GROUP@@seata-server","metadata":{},"ipDeleteTimeout":30000,"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000,"instanceIdGenerator":"simple"}]
2023-09-07 02:59:17.319 INFO  com.alibaba.nacos.client.naming                   :167  [32m                  [0;39m [SUBSCRIBE-SERVICE] service:seata-server, group:SEATA_GROUP, clusters:default 
2023-09-07 02:59:17.322 INFO  io.seata.core.rpc.netty.NettyClientChannelManager :108  [32m                  [0;39m will connect to 140.210.221.183:8091
2023-09-07 02:59:17.348 INFO  io.seata.core.rpc.netty.NettyPoolableFactory      :56   [32m                  [0;39m NettyPool create channel to transactionRole:TMROLE,address:140.210.221.183:8091,msg:< RegisterTMRequest{applicationId='member', transactionServiceGroup='train-group'} >
2023-09-07 02:59:17.718 WARN  i.s.c.l.EnhancedServiceLoader$InnerEnhancedServiceLoader:543  [32m                  [0;39m Load [io.seata.serializer.hessian.HessianSerializer] class fail. com/caucho/hessian/io/AbstractHessianOutput
2023-09-07 02:59:17.781 INFO  io.seata.core.rpc.netty.TmNettyRemotingClient     :224  [32m                  [0;39m register TM success. client version:1.6.1, server version:1.6.1,channel:[id: 0xa96b8ed4, L:/172.20.10.5:10735 - R:/140.210.221.183:8091]
2023-09-07 02:59:17.787 INFO  io.seata.core.rpc.netty.NettyPoolableFactory      :81   [32m                  [0;39m register success, cost 228 ms, version:1.6.1,role:TMROLE,channel:[id: 0xa96b8ed4, L:/172.20.10.5:10735 - R:/140.210.221.183:8091]
2023-09-07 02:59:17.788 INFO  i.seata.spring.annotation.GlobalTransactionScanner:222  [32m                  [0;39m Transaction Manager Client is initialized. applicationId[member] txServiceGroup[train-group]
2023-09-07 02:59:17.829 INFO  com.alibaba.nacos.common.remote.client            :60   [32m                  [0;39m [d3805cdb-8144-4bcd-bd19-db8aeb027b1b] Receive server push request, request = NotifySubscriberRequest, requestId = 6
2023-09-07 02:59:17.830 INFO  com.alibaba.nacos.common.remote.client            :60   [32m                  [0;39m [d3805cdb-8144-4bcd-bd19-db8aeb027b1b] Ack server push request, request = NotifySubscriberRequest, requestId = 6
2023-09-07 02:59:17.851 INFO  com.alibaba.nacos.client.config.impl.ClientWorker :379  [32m                  [0;39m [fixed-nutf4n-140.210.221.183_8848] [subscribe] transport.enableRmClientBatchSendRequest+SEATA_GROUP+nutf4n
2023-09-07 02:59:17.852 INFO  com.alibaba.nacos.client.config.impl.CacheData    :197  [32m                  [0;39m [fixed-nutf4n-140.210.221.183_8848] [add-listener] ok, tenant=nutf4n, dataId=transport.enableRmClientBatchSendRequest, group=SEATA_GROUP, cnt=1
